DonorName,RecipientName,RecipientCode,IncomegroupName,USD_Commitment_Defl,ShortDescription,AgencyName,FlowCode,SectorCode,ProjectTitle,PurposeName,SectorName,ChannelName,ChannelReportedName,ExpectedStartDate,CompletionDate,LongDescription,CommitmentDate,Recipientstat SI.SPR.PCAP,Recipientstat SI.POV.XPND.MD,Recipientstat SP.POP.TOTL,Recipientstat AG.SRF.TOTL.K2,year
Germany,Zambia,288,LDCs,3.09908,WATER SUPPLY LIVINGSTONE,Kreditanstalt für Wiederaufbau,11,140,WATER SUPPLY LIVINGSTONE,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTRY OF FINANCE AND NATION,2000-11-01,2003-08-01,NaN,2002-05-01,0.0,0.0,10971698.0,752610.0,2002
Germany,Afghanistan,625,LDCs,3.60861,DRINKING WATER SUPPLY KABUL,Kreditanstalt für Wiederaufbau,11,140,DRINKING WATER SUPPLY KABUL,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,ASIEN,2002-05-01,2002-12-01,NaN,2002-05-01,0.0,0.0,22600770.0,652860.0,2002
Germany,Zambia,288,LDCs,6.12598,WATER SUPPLY SOUTHERN PROVINCE,Kreditanstalt für Wiederaufbau,11,140,"WATER SUPPLY SOUTHERN PROV., I",Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTRY OF FINANCE AND NATION,2000-11-01,2004-02-01,NaN,2002-05-01,0.0,0.0,10971698.0,752610.0,2002
Germany,Rwanda,266,LDCs,2.95185,RURAL WATER SUPPLY COMM. KIGALI,Kreditanstalt für Wiederaufbau,11,140,RURALWATERSUPPLY.8COMM.KIGALI,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MIN.DES AFFAIRES ETRANGERES ET,1999-01-01,2006-12-01,NaN,2002-05-01,0.0,0.0,8427060.0,26340.0,2002
Germany,Uganda,285,LDCs,21.0339,ENTEBBE WATER SUPPLY AND SEWERAGE,Kreditanstalt für Wiederaufbau,11,140,ENTEBBE WATER SUPPLY+SEWERAGE,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,MINISTRY OF FINANCE,2002-07-01,2005-01-01,NaN,2002-07-01,0.0,0.0,25167257.0,241550.0,2002
Germany,Rwanda,266,LDCs,1.25435,WATER SUPPLY BUGESERA SUD (ACC. MEASURE),Kreditanstalt für Wiederaufbau,11,140,WATERSUPPLYBUGESERASUD(ACC.M.),Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MIN.DES AFFAIRES ETRANGERES ET,2002-08-01,2004-04-01,NaN,2002-07-01,0.0,0.0,8427060.0,26340.0,2002
Germany,North Macedonia,66,UMICs,0.433034,MGT ASSISTANCE WATER UTILITY,Kreditanstalt für Wiederaufbau,11,140,LAKEPRESPA ENVIRONM.PROTECTION,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,REPUBLIC OF MACEDONIA - MOF -,2002-11-01,2004-05-01,NaN,2002-07-01,0.0,0.0,2048928.0,25710.0,2002
Germany,Bolivia,428,LMICs,12.3992,DRINKING WATER SUPPLY/WASTE WATER DISPOSAL,Kreditanstalt für Wiederaufbau,11,140,DRINK.WAT.SUPL.-WASTE WAT.DISP,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,"MINISTERIO DE HACIENDA, EDIFIC",2002-08-01,2004-12-01,NaN,2002-07-01,0.0,0.0,8742814.0,1098580.0,2002
Germany,Bolivia,428,LMICs,21.402,DRINKING WATER SUPPLY/WASTE WATER DISPOSAL,Kreditanstalt für Wiederaufbau,11,140,DRINK.WAT.SUPPL.-WASTE WAT.DIS,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTERIO DE HACIENDA,2002-08-01,2005-06-01,NaN,2002-07-01,0.0,0.0,8742814.0,1098580.0,2002
Germany,North Macedonia,66,UMICs,3.54222,REHABILITATION WASTE WATER TREATMENT PLANT AND NETWORK,Kreditanstalt für Wiederaufbau,11,140,LAKEPRESPA ENVIRON. PROTECT.,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,REPUBLIC OF MACEDONIA - MOF -,2002-09-01,2004-06-01,NaN,2002-07-01,0.0,0.0,2048928.0,25710.0,2002
Germany,Afghanistan,625,LDCs,10.8258,REHAB. WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,WATER SUPPLY HERAT,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,ASIEN,2002-08-01,2005-12-01,NaN,2002-08-01,0.0,0.0,22600770.0,652860.0,2002
Germany,Indonesia,738,LMICs,1.4391200000000002,WATER SUPPLY PALEMBANG: EXPERT SERVICES,Kreditanstalt für Wiederaufbau,11,140,WATER SUPPLY PALEMBANG-ACC.M.,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTRY OF FINANCE DIR.GEN.,2002-08-01,2003-12-01,NaN,2002-08-01,0.0,0.0,217357793.0,1910930.0,2002
Germany,Albania,71,UMICs,3.68945,WATER TREATMENT OF PLANTS,Kreditanstalt für Wiederaufbau,11,140,SATER SUPPLY AND SEWERAGE,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,BANK OF ALBANIA,2003-03-01,2005-02-01,NaN,2002-10-01,0.0,0.0,3051010.0,28750.0,2002
Germany,Albania,71,UMICs,9.59458,WATER SUPPLY AND SEWERAGE KORCA,Kreditanstalt für Wiederaufbau,13,140,WATER SUPPLY / SEWERAGE KORCA,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTRY OF FINANCE,2002-09-01,2003-09-01,NaN,2002-10-01,0.0,0.0,3051010.0,28750.0,2002
Germany,Malawi,253,LDCs,5.90369,WATER SUPPLY MANGOCHI DISTRIC,Kreditanstalt für Wiederaufbau,11,140,"WS MANGOCHI DISTRICT, PHASE II",Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTRY OF FINANCE,2002-09-01,2005-09-01,NaN,2002-10-01,0.0,0.0,11713664.0,118480.0,2002
Germany,Burkina Faso,287,LDCs,8.117939999999999,RURAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,RURAL WATER SUPPLY MOHOUN+BALÉ,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTERE DES FINANCES ET DU,2002-10-01,2005-09-01,NaN,2002-10-01,0.0,0.0,12293100.0,274220.0,2002
Germany,Malawi,253,LDCs,2.21425,WATER SUPPLY MANGOCHI DISTRICT,Kreditanstalt für Wiederaufbau,11,140,"WS MANGOCHI DISTRICT, PHASE II",Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTRY OF FINANCE,2002-09-01,2005-09-01,NaN,2002-10-01,0.0,0.0,11713664.0,118480.0,2002
Germany,Cabo Verde,230,LMICs,12.5464,WATER AND ELECTRICITY SUPPLY,Kreditanstalt für Wiederaufbau,11,140,WATER SUPPLY FOGO AND BRAVA,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINIST.D.NEGOC.ESTRANG.SECR.D.,2002-10-01,2004-12-01,NaN,2002-10-01,0.0,0.0,442951.0,4030.0,2002
Germany,Yemen,580,LDCs,23.2481,WATER SUPPLY AND SANITATION OF SADAH,Kreditanstalt für Wiederaufbau,11,140,WATER SUP. A. SANIT. OF SADAH,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTRY OF ELECTRIC.AND WATER,2003-12-01,2008-08-01,NaN,2002-11-01,0.0,0.0,18443691.0,527970.0,2002
Germany,North Macedonia,66,UMICs,9.59458,IRRIGATION SOUTHERN VARDAR VALLEY,Kreditanstalt für Wiederaufbau,13,140,IRR.PROGR. SOUTH. VARDAR VALL.,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,MACEDONIAN GOVERNMENT,2003-01-01,2007-12-01,NaN,2002-11-01,0.0,0.0,2048928.0,25710.0,2002
Germany,North Macedonia,66,UMICs,2.21425,IRRIGATION SOUTHERN VARDAR VALLEY,Kreditanstalt für Wiederaufbau,11,140,IRR. PROGR. SOUTH.VARDAR VALLE,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,REP.MAZEDONIEN,2003-01-01,2007-12-01,NaN,2002-11-01,0.0,0.0,2048928.0,25710.0,2002
Germany,Tanzania,282,LDCs,0.360861,WATER SUPPLY MBEYA,Kreditanstalt für Wiederaufbau,11,140,"STÄDT. WASSERVERSORGUNG MBEYA,",Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINIST.O.FINANCE THE TREASURY,2003-01-01,2006-01-01,NaN,2002-11-01,0.0,0.0,35334788.0,947300.0,2002
Germany,Mali,255,LDCs,0.964222,WATER SUPPLY AND RESOURCE MOB.,Kreditanstalt für Wiederaufbau,11,140,RESOURCE MOB. + WATER SUPPLY,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTERE DES AFFAIRES ETRAN-,2002-11-01,2006-12-01,NaN,2002-11-01,0.0,0.0,11616887.0,1240190.0,2002
Germany,Mali,255,LDCs,14.5341,RURAL WATER SUPPLY AND RESOURCE MOB,Kreditanstalt für Wiederaufbau,11,140,RESOURCE MOB. + WATER SUPPLY,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTERE DES AFFAIRES ETRAN-,2002-11-01,2006-12-01,NaN,2002-11-01,0.0,0.0,11616887.0,1240190.0,2002
Germany,Tanzania,282,LDCs,7.0194800000000015,WATER SUPPLY MBEYA,Kreditanstalt für Wiederaufbau,11,140,"STÄDT. WASSERVERSORGUNG MBEYA,",Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINIST.O.FINANCE THE TREASURY,2003-01-01,2006-01-01,NaN,2002-11-01,0.0,0.0,35334788.0,947300.0,2002
Germany,India,645,LMICs,3.68945,FINANCIAL PARTICIPATION OF WATER SUPPLY SYSTEMS,Kreditanstalt für Wiederaufbau,11,140,RURAL WATER SUPPLY WEST BENGAL,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,GOVT OF INDIA MINISTRY,1996-11-01,2003-01-01,NaN,2002-11-01,0.0,0.0,1093317189.0,3287260.0,2002
Germany,West Bank and Gaza Strip,550,LMICs,1.44345,WATER SUPPLY MUNICIPALITY JENIN,Kreditanstalt für Wiederaufbau,11,140,WATER SUPPLY JENIN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,MINISTRY OF PLANNING AND INTER,1999-06-01,2003-03-01,NaN,2002-11-01,0.0,0.0,3075373.0,6020.0,2002
Germany,Morocco,136,LMICs,0.7376010000000001,CONSULTING SERVICES FOR RURAL WATER SUPPLY PROJECT,Kreditanstalt für Wiederaufbau,11,140,RURAL WATER SUPPLY II,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,OFFICE NAT. DE L EAU POTABLE,2003-04-01,2006-12-01,NaN,2002-12-01,0.0,0.0,29454768.0,446550.0,2002
Germany,Morocco,136,LMICs,6.642739999999999,RURAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,RURAL WATER SUPPLY II,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,OFFICE NAT. DE L EAU POTABLE,2003-04-01,2006-12-01,NaN,2002-12-01,0.0,0.0,29454768.0,446550.0,2002
Germany,Senegal,269,LDCs,3.68945,CONSTRUCTION OF WATER PIPES AND PUMPS,Kreditanstalt für Wiederaufbau,11,140,WATER SUPPLY,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,MINISTERE DE L'ECONOMIE ET DES,2002-12-01,2007-12-01,NaN,2002-12-01,0.0,0.0,10283699.0,196710.0,2002
Germany,Jordan,549,LMICs,0.67842,ACCOM. MEASURES OF  WATER SUPPLY GR. AMMAN,Kreditanstalt für Wiederaufbau,11,140,ACCOMP.MEAS.W.SUPP. GR.AMMAN 2,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,MINISTRY OF PLANNING,1999-04-01,2004-06-01,NaN,2002-12-01,0.0,0.0,5317506.0,88780.0,2002
Germany,West Bank and Gaza Strip,550,LMICs,0.00721723,FED. STATES CONTRIB.:  WATER,Federal states and local governments,11,140,FED. STATES CONTRIB.:  WATER,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,3075373.0,6020.0,2002
Germany,Ghana,241,LMICs,0.155849,GOVERNMENT CONTRIBUTIONS VIA NGO,Foundations/Societies/Misc. (non federal),11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,20246381.0,238540.0,2002
Germany,Benin,236,LDCs,0.721723,WATER SUPPLY & SANIT. - LARGE SYST.,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,WATER SUPPLY & SANIT. - LARGE SYST.,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,7295394.0,114760.0,2002
Germany,Jordan,549,LMICs,4.3303400000000005,KV- ADVISORY SERVICE REGARDING OPERATING IN WATER AUTHORITY OF JORDAN,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,OPERATIONS MANAGEMENT SUPPORT TO THE WATER AUTHORITY OF JORDAN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,5317506.0,88780.0,2002
Germany,North Macedonia,66,UMICs,0.6849729999999999,GOVERNMENT CONTRIBUTIONS VIA NGO,Foundations/Societies/Misc. (non federal),11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,2048928.0,25710.0,2002
Germany,Serbia,63,UMICs,0.101041,FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT,Foreign Office,11,140,FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,7496522.0,88360.0,2002
Germany,Serbia,63,UMICs,0.0245386,FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT,Foreign Office,11,140,FURTHER SKILLS MEASURES IN THE SCOPE OF THE STABILITY PACT,Water resources conservation (including data collection),I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,7496522.0,88360.0,2002
Germany,Serbia,63,UMICs,0.216517,INFRASTRUCTURE PROGRAMME: WATER SUPPLY AND SANITATION,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,INFRASTRUCTURE PROGRAMME: WATER SUPPLY AND SANITATION,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,7496522.0,88360.0,2002
Germany,Serbia,63,UMICs,0.144345,INFRASTRUCTURE PROGRAMME: SOLID-WASTE,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,INFRASTRUCTURE PROGRAMME: SOLID-WASTE,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,7496522.0,88360.0,2002
Germany,Serbia,63,UMICs,0.721723,INFRASTRUCTURE: SOLID WASTE SECTOR (KOSOVO),Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,INFRASTRUCTURE: SOLID WASTE SECTOR (KOSOVO),Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,7496522.0,88360.0,2002
Germany,Serbia,63,UMICs,0.721723,INFRASTRUCTURE: SOLID WASTE SECTOR (KOSOVO),Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,INFRASTRUCTURE: SOLID WASTE SECTOR (KOSOVO),Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,7496522.0,88360.0,2002
Germany,Kyrgyzstan,614,LMICs,0.00433034,FED. STATES CONTRIBUTIONS,Federal states and local governments,11,140,FED. STATES CONTRIBUTIONS,River basins development,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,4990700.0,199950.0,2002
Germany,Jordan,549,LMICs,2.88689,WATER RESOURCES POLICY/ADMIN. MGMT,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,WATER RESOURCES POLICY/ADMIN. MGMT,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,5317506.0,88780.0,2002
Germany,Senegal,269,LDCs,0.07953389999999999,GOVERNMENT CONTRIBUTIONS VIA NGO,Foundations/Societies/Misc. (non federal),11,140,NaN,Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,10283699.0,196710.0,2002
Germany,West Bank and Gaza Strip,550,LMICs,1.80431,WATER RESOURCES POLICY/ADMIN. MGMT,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,NATIONALER WASSERRAT,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,3075373.0,6020.0,2002
Germany,West Bank and Gaza Strip,550,LMICs,0.158779,WATER RESOURCES PROTECTION,Federal Ministries,11,140,WATER RESOURCES PROTECTION,Water resources conservation (including data collection),I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,3075373.0,6020.0,2002
Germany,Lebanon,555,UMICs,0.147231,DRINKING WATER STERILISATION,Federal Ministries,11,140,DRINKING WATER STERILISATION,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,4182205.0,10450.0,2002
Germany,Myanmar,635,LDCs,0.0697184,GOVERNMENT CONTRIBUTIONS VIA NGO,Foundations/Societies/Misc. (non federal),11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,47702171.0,676590.0,2002
Germany,Colombia,437,UMICs,0.0221425,WASTE MANAGEMENT/DISPOSAL,Federal states and local governments,11,140,WASTE MANAGEMENT/DISPOSAL,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,40875360.0,1141750.0,2002
Germany,Yemen,580,LDCs,1.80431,GIS-BASED ORGANIZATION SYSTEMS,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,GIS-BASED ORGANIZATION SYSTEMS,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,18443691.0,527970.0,2002
Germany,Yemen,580,LDCs,2.1651700000000003,WATER RESOURCES PROTECTION,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,WASSERRESSOURCENMANAGEMENT,Water resources conservation (including data collection),I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,18443691.0,527970.0,2002
Germany,Yemen,580,LDCs,2.1651700000000003,WATER RESOURCES POLICY/ADMIN. MGMT,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,KV-BERATUNG IM WASSER- UND ABWASSERSEKTOR,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,18443691.0,527970.0,2002
Germany,Cameroon,229,LMICs,0.447468,GOVERNMENT CONTRIBUTIONS VIA NGO,Foundations/Societies/Misc. (non federal),11,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,16357602.0,475440.0,2002
Germany,Burkina Faso,287,LDCs,0.05412919999999999,GOVERNMENT CONTRIBUTIONS VIA NGO,Foundations/Societies/Misc. (non federal),11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,12293100.0,274220.0,2002
Germany,Georgia,612,LMICs,1.44345,WATER SUPPLY & SANIT. - LARGE SYST.,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,UNTERSTÜTZUNG BEIM AUFBAU EINER KOMMUNALEN INFRASTRUKTUR IM BORJOMI-PARK,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,3978515.0,69700.0,2002
Germany,Rwanda,266,LDCs,0.0187648,FED. STATES CONTRIBUTIONS,Federal states and local governments,11,140,FED. STATES CONTRIBUTIONS,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,8427060.0,26340.0,2002
Germany,Rwanda,266,LDCs,0.171655,"FED. STATES CONTRIB.: WATER, SMALL SYSTEMS",Federal states and local governments,11,140,"FED. STATES CONTRIB.:  WATER, SMALL SYSTEMS",Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,8427060.0,26340.0,2002
Germany,Morocco,136,LMICs,0.0216517,FED. STATES CONTRIB.: WASTE MGMT,Federal states and local governments,11,140,FED. STATES CONTRIB.:  WASTE MGMT,Waste management/disposal,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,29454768.0,446550.0,2002
Germany,Morocco,136,LMICs,3.60861,PROTECTION OF DRINKING-WATER RESOURCES / SUSTAINABLE WATER MANAGEMENT,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,PROTECTION OF DRINKING-WATER RESOURCES / SUSTAINABLE WATER MANAGEMENT,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,29454768.0,446550.0,2002
Germany,Senegal,269,LDCs,0.040979400000000006,GOVERNMENT CONTRIBUTIONS VIA NGO,Foundations/Societies/Misc. (non federal),11,140,NaN,Water resources conservation (including data collection),I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,10283699.0,196710.0,2002
Germany,Burundi,228,LDCs,0.0125435,FED. STATES CONTRIBUTIONS,Federal states and local governments,11,140,FED. STATES CONTRIBUTIONS,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,6704113.0,27830.0,2002
Germany,Peru,454,UMICs,5.77378,DRINKING WATER AND SANITARY PROGRAMME PROAGUA,Deutsche Gesellschaft für Internationale Zusammenarbeit,11,140,DRINKING WATER AND SANITATION PROGRAMME PROAGUA,Education and training in water supply and sanitation,I.4. Water Supply & Sanitation,NaN,NaN,NaN,NaN,NaN,2002-12-31,0.0,0.0,27100968.0,1285220.0,2002
