DonorName,RecipientName,RecipientCode,IncomegroupName,USD_Commitment_Defl,ShortDescription,AgencyName,FlowCode,SectorCode,ProjectTitle,PurposeName,SectorName,ChannelName,ChannelReportedName,ExpectedStartDate,CompletionDate,LongDescription,CommitmentDate,Recipientstat SI.SPR.PCAP,Recipientstat SI.POV.XPND.MD,Recipientstat SP.POP.TOTL,Recipientstat AG.SRF.TOTL.K2,year
Germany,Somalia,273,LDCs,5.3441,RURAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-01,NaN,NaN,1980-12-01,0.0,0.0,6281134.0,637660.0,1980
Germany,Tunisia,139,LMICs,83.1304,"DRINK. WATER, RURAL AREAS",Kreditanstalt für Wiederaufbau,13,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1980-01-04,NaN,NaN,1980-11-01,0.0,0.0,6374039.0,163610.0,1980
Germany,Tunisia,139,LMICs,23.7515,RURAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1980-01-04,NaN,NaN,1980-04-01,0.0,0.0,6374039.0,163610.0,1980
Germany,Cyprus,30,MADCTs,11.8758,WATER SUPPLY - NICOSIA,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1980-01-02,NaN,NaN,1980-09-01,0.0,0.0,685405.0,9250.0,1980
Germany,Morocco,136,LMICs,71.1346,KENITRA WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-03,NaN,NaN,1981-02-01,0.0,0.0,20479715.0,446550.0,1981
Germany,Tunisia,139,LMICs,28.4994,RUR. DRINKING WATER SUP.,Kreditanstalt für Wiederaufbau,13,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-04,NaN,NaN,1981-07-01,0.0,0.0,6551231.0,163610.0,1981
Germany,Tunisia,139,LMICs,3.98992,RIVER DEVIATION/DAM CONS.,Kreditanstalt für Wiederaufbau,13,140,NaN,River basins development,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-03,NaN,NaN,1981-09-01,0.0,0.0,6551231.0,163610.0,1981
Germany,Benin,236,LDCs,2.27996,WATER SUPPLY TEST DRILLINGS,Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-02,NaN,NaN,1981-09-01,0.0,0.0,3820128.0,114760.0,1981
Germany,Gambia,240,LDCs,9.68981,BANJUL SEWERAGE/STORMWATER DISPOSAL,Kreditanstalt für Wiederaufbau,11,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1982-01-02,NaN,NaN,1981-03-01,0.0,0.0,657579.0,11300.0,1981
Germany,Kenya,248,LMICs,11.3998,WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1982-01-03,NaN,NaN,1981-11-01,0.0,0.0,17063876.0,580370.0,1981
Germany,Lesotho,249,LDCs,14.8197,TOWN WATER SUPPLY NETWORK,Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-02,NaN,NaN,1981-05-01,0.0,0.0,1377799.0,30360.0,1981
Germany,Senegal,269,LDCs,18.4676,ST. LOUIS WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-04,NaN,NaN,1981-03-01,0.0,0.0,5740444.0,196710.0,1981
Germany,Senegal,269,LDCs,5.69989,26 DUG / 7 DRILLED WELLS,Kreditanstalt für Wiederaufbau,13,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-03,NaN,NaN,1981-08-01,0.0,0.0,5740444.0,196710.0,1981
Germany,Sri Lanka,640,LMICs,0.7900050000000001,"FEAS. STUDY, KURUNEGALA WATER SUP.",Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-01,NaN,NaN,1981-07-01,0.0,0.0,15272831.0,65610.0,1981
Germany,Haiti,349,LDCs,3.98992,ST.MARC / GONAIVES WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-03,NaN,NaN,1981-03-01,0.0,0.0,5773366.0,27750.0,1981
Germany,India,645,LMICs,26.2195,RURAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1982-01-03,NaN,NaN,1981-12-01,0.0,0.0,715384993.0,3287260.0,1981
Germany,Somalia,273,LDCs,2.62195,"WATER SUPPLY SYST., 4 TOWNS",Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1982-01-01,NaN,NaN,1981-12-01,0.0,0.0,6511113.0,637660.0,1981
Germany,Zambia,288,LDCs,31.9194,TOWN WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-03,NaN,NaN,1981-07-01,0.0,0.0,6055366.0,752610.0,1981
Germany,Burundi,228,LDCs,7.9798399999999985,BUJUMBURA WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-03,NaN,NaN,1981-02-01,0.0,0.0,4266520.0,27830.0,1981
Germany,Burundi,228,LDCs,3.4199300000000004,RURAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1981-01-03,NaN,NaN,1981-02-01,0.0,0.0,4266520.0,27830.0,1981
Germany,Tanzania,282,LDCs,21.2054,"WATER SUPPLY, ARUSHA",Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-05,NaN,NaN,1983-05-01,0.0,0.0,20344547.0,947300.0,1983
Germany,Tanzania,282,LDCs,1.06027,"WATER SUPPLY, ARUSHA",Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-02,NaN,NaN,1983-05-01,0.0,0.0,20344547.0,947300.0,1983
Germany,Sudan,278,LDCs,4.13505,WATER SUPPLY REFUGEE AREA,Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-04,NaN,NaN,1983-10-01,0.0,0.0,16107620.0,0.0,1983
Germany,Ghana,241,LMICs,9.54243,REFUSE/NIGHTSOIL DISPOSAL,Kreditanstalt für Wiederaufbau,13,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-02,NaN,NaN,1983-11-01,0.0,0.0,12033575.0,238540.0,1983
Germany,Ghana,241,LMICs,10.6027,DISTRICT WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-03,NaN,NaN,1983-12-01,0.0,0.0,12033575.0,238540.0,1983
Germany,Ghana,241,LMICs,22.2657,1000 HAND PUMPS,Kreditanstalt für Wiederaufbau,13,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-02,NaN,NaN,1983-03-01,0.0,0.0,12033575.0,238540.0,1983
Germany,Egypt,142,LMICs,10.0726,CAIRO SEWERAGE DISPOSAL,Kreditanstalt für Wiederaufbau,13,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-03,NaN,NaN,1983-07-01,0.0,0.0,46728286.0,1001450.0,1983
Germany,Togo,283,LDCs,2.7567,WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-03,NaN,NaN,1983-12-01,0.0,0.0,3026973.0,56790.0,1983
Germany,Togo,283,LDCs,14.3136,3 TOWNS WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-03,NaN,NaN,1983-06-01,0.0,0.0,3026973.0,56790.0,1983
Germany,Yemen,580,LDCs,5.30135,WATER SUPPLY FACILITIES REHAB.,Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-02,NaN,NaN,1983-08-01,0.0,0.0,8869370.0,527970.0,1983
Germany,Paraguay,451,UMICs,10.6027,BASIC SANITATION,Kreditanstalt für Wiederaufbau,13,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-04,NaN,NaN,1983-12-01,0.0,0.0,3468535.0,406750.0,1983
Germany,Colombia,437,UMICs,6.8917600000000006,WATER AND SEWERAGE,Kreditanstalt für Wiederaufbau,13,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-03,NaN,NaN,1983-03-01,0.0,0.0,28714190.0,1141750.0,1983
Germany,Malawi,253,LDCs,9.96654,BLANTYRE SEWERAGE,Kreditanstalt für Wiederaufbau,11,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-03,NaN,NaN,1983-03-01,0.0,0.0,6737924.0,118480.0,1983
Germany,Central African Republic,231,LDCs,0.583149,RURAL WATER SUPP.FEAS.STUDY,Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-02,NaN,NaN,1983-04-01,0.0,0.0,2408317.0,622980.0,1983
Germany,Somalia,273,LDCs,1.80246,"DAM CONSULTANCY,BARDHEERE",Kreditanstalt für Wiederaufbau,11,140,NaN,River basins development,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-03,NaN,NaN,1983-03-01,0.0,0.0,6618588.0,637660.0,1983
Germany,Papua New Guinea,862,LMICs,0.848216,"WATER/SEWERAGE,FIN. CONTROLLER",Kreditanstalt für Wiederaufbau,11,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-03,NaN,NaN,1983-04-01,0.0,0.0,3871492.0,462840.0,1983
Germany,Papua New Guinea,862,LMICs,9.75448,"PIPED WATER, SEWERAGE",Kreditanstalt für Wiederaufbau,13,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-03,NaN,NaN,1983-04-01,0.0,0.0,3871492.0,462840.0,1983
Germany,Brazil,431,UMICs,10.6027,"BASIC SANITATION,BAHIA",Kreditanstalt für Wiederaufbau,13,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-03,NaN,NaN,1983-12-01,0.0,0.0,129448819.0,8515770.0,1983
Germany,Brazil,431,UMICs,0.212054,"SANITATION SERVICES,BAHIA",Kreditanstalt für Wiederaufbau,11,140,NaN,Water supply and sanitation - large systems,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-03,NaN,NaN,1983-12-01,0.0,0.0,129448819.0,8515770.0,1983
Germany,Liberia,251,LDCs,6.46765,ROBERTSPORT WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-03,NaN,NaN,1983-04-01,0.0,0.0,2057227.0,111370.0,1983
Germany,Cameroon,229,LMICs,46.8639,TOWN WATER SUPPLY SYST.,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-04,NaN,NaN,1983-09-01,0.0,0.0,9456494.0,475440.0,1983
Germany,Congo,234,LMICs,2.33259,"RUR.TOWNS WATER SUPP.,TRAIN.",Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-04,NaN,NaN,1983-06-01,0.0,0.0,1940443.0,342000.0,1983
Germany,Congo,234,LMICs,0.424108,RUR.TOWNS WATER FEAS. STUDY,Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-02,NaN,NaN,1983-06-01,0.0,0.0,1940443.0,342000.0,1983
Germany,Congo,234,LMICs,4.77122,RURAL TOWNS WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1983-01-03,NaN,NaN,1983-06-01,0.0,0.0,1940443.0,342000.0,1983
Germany,Morocco,136,LMICs,20.7918,WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1985-01-01,NaN,NaN,1984-09-01,0.0,0.0,22002643.0,446550.0,1984
Germany,Mauritania,256,LDCs,4.36629,"SMALL DAM,TAGANT",Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1985-01-01,NaN,NaN,1984-10-01,0.0,0.0,1730738.0,1030700.0,1984
Germany,Burundi,228,LDCs,21.8314,WATER SUP./BUJUMBURA,Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-04-01,0.0,0.0,4621103.0,27830.0,1984
Germany,Congo,234,LMICs,0.883653,RURAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-06-01,0.0,0.0,1996995.0,342000.0,1984
Germany,Benin,236,LDCs,24.9502,WATER SUP.DISTRICT CENTRES,Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-07-01,0.0,0.0,4156819.0,114760.0,1984
Germany,Niger,260,LDCs,13.5147,WATER SUPPLY MARADI,Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-03-01,0.0,0.0,6719309.0,1267000.0,1984
Germany,Haiti,349,LDCs,2.59898,RURAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-08-01,0.0,0.0,6194687.0,27750.0,1984
Germany,Kenya,248,LMICs,32.0194,WATER SUPPLY/MALINDI REGION,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-09-01,0.0,0.0,19146400.0,580370.0,1984
Germany,Thailand,764,UMICs,25.6779,FLOOD PROTECTION,Kreditanstalt für Wiederaufbau,13,140,NaN,River basins development,I.4. Water Supply & Sanitation,NaN,NaN,1985-01-01,NaN,NaN,1984-11-01,0.0,0.0,51094868.0,513120.0,1984
Germany,Pakistan,665,LMICs,7.9009,"WATER SUPPLY, REFUGEE CAMPS",Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-02-01,0.0,0.0,89213706.0,796100.0,1984
Germany,Gambia,240,LDCs,0.491727,WATER SUPPLY,Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-03-01,0.0,0.0,725694.0,11300.0,1984
Germany,Somalia,273,LDCs,26.4056,"WATER SUP,NORTHERN TOWNS",Kreditanstalt für Wiederaufbau,11,140,NaN,Basic drinking water supply and basic sanitation,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-10-01,0.0,0.0,6614715.0,637660.0,1984
Germany,Indonesia,738,LMICs,1.03959,"WATER SUPPLY, TEGAL",Kreditanstalt für Wiederaufbau,11,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-01-01,0.0,0.0,161523347.0,1910930.0,1984
Germany,Indonesia,738,LMICs,14.5543,"WATER SUPPLY, PADANG",Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-06-01,0.0,0.0,161523347.0,1910930.0,1984
Germany,Indonesia,738,LMICs,24.9502,TEGAL WATER SUPPLY,Kreditanstalt für Wiederaufbau,13,140,NaN,Water sector policy and administrative management,I.4. Water Supply & Sanitation,NaN,NaN,1984-01-01,NaN,NaN,1984-01-01,0.0,0.0,161523347.0,1910930.0,1984
