"";"DonorName";"RecipientName";"DonorCode";"RecipientCode";"IncomegroupName";"USD_Commitment_Defl";"USD_Received_Defl";"ShortDescription";"AgencyName";"FlowCode";"SectorCode";"ProjectTitle";"PurposeName";"SectorName";"ChannelName";"ChannelReportedName";"ExpectedStartDate";"CompletionDate";"LongDescription";"CommitmentDate";"USD_GrantEquiv";"USD_Disbursement_Defl";"Recipientstat SI.SPR.PCAP";"Recipientstat SI.POV.XPND.MD";"Recipientstat SP.POP.TOTL";"Recipientstat AG.SRF.TOTL.K2"
5288;"Germany";"Ethiopia";"5";"238";"LDCs";10.3695;"";"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1972-01-01";"";"";"1975-12-01";"";"";"";"";"";""
5290;"Germany";"Benin";"5";"236";"LDCs";0.288042;0.0;"TOWN WATER SUPPLY STUDY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1975-01-02";"";"";"1975-06-01";"";0.0;"";"";"";""
5292;"Germany";"Ghana";"5";"241";"LMICs";14.4021;0.0;"DISTRICT WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1975-01-03";"";"";"1975-03-01";"";0.656737;"";"";"";""
5293;"Germany";"Cameroon";"5";"229";"LMICs";43.2064;0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1975-01-04";"";"";"1975-10-01";"";0.0;"";"";"";""
5298;"Germany";"Malawi";"5";"253";"LDCs";8.64127;0.0;"SEWERAGE SYSTEM";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1976-01-02";"";"";"1975-09-01";"";0.0;"";"";"";""
5310;"Germany";"Pakistan";"5";"665";"LMICs";21.6032;0.0;"REPAIRS TO TARBELA D";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1976-01-02";"";"";"1975-12-01";"";0.0;"";"";"";""
7619;"Germany";"Sudan";"5";"278";"LDCs";11.153;0.0;"WATER DEVELOPMENT";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-01";"";"";"1976-04-01";"";0.0;"";"";"";""
7624;"Germany";"Bolivia";"5";"428";"LMICs";18.1236;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1978-01-01";"";"";"1976-03-01";"";"";"";"";"";""
7627;"Germany";"Afghanistan";"5";"625";"LDCs";21.2464;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-04";"";"";"1976-03-01";"";0.0209118;"";"";"";""
7630;"Germany";"Burundi";"5";"228";"LDCs";0.529767;"";"WATER SUPPLY - BUJUMBURA";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-01";"";"";"1976-08-01";"";"";"";"";"";""
7633;"Germany";"Benin";"5";"236";"LDCs";3.48531;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-01";"";"";"1976-04-01";"";"";"";"";"";""
7638;"Germany";"Liberia";"5";"251";"LDCs";11.153;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-03";"";"";"1976-07-01";"";0.0;"";"";"";""
7644;"Germany";"Gambia";"5";"240";"LDCs";10.8742;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1976-10-01";"";0.0;"";"";"";""
7646;"Germany";"Ghana";"5";"241";"LMICs";3.76413;0.0;"DISTRICT WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-02";"";"";"1976-07-01";"";0.0;"";"";"";""
7649;"Germany";"Mali";"5";"255";"LDCs";14.6383;"";"WATER SUPPLY - SEGOU";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-03";"";"";"1976-06-01";"";"";"";"";"";""
7650;"Germany";"Mali";"5";"255";"LDCs";13.3836;"";"WATER SUPPLY - KATI";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-02";"";"";"1976-06-01";"";"";"";"";"";""
7651;"Germany";"Senegal";"5";"269";"LDCs";2.78825;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-02";"";"";"1976-01-01";"";"";"";"";"";""
7655;"Germany";"Niger";"5";"260";"LDCs";7.52827;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-03";"";"";"1976-05-01";"";"";"";"";"";""
7656;"Germany";"Niger";"5";"260";"LDCs";16.0324;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1976-01-03";"";"";"1976-05-01";"";"";"";"";"";""
7683;"Germany";"Peru";"5";"454";"UMICs";41.8237;0.0;"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1977-01-02";"";"";"1976-08-01";"";0.0;"";"";"";""
7692;"Germany";"Jordan";"5";"549";"LMICs";4.60061;0.0;"DOMESTIC WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1977-01-02";"";"";"1976-12-01";"";0.0;"";"";"";""
7694;"Germany";"Ghana";"5";"241";"LMICs";50.4673;0.0;"RURAL WELL DRILLING";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1976-01-05";"";"";"1976-07-01";"";0.0;"";"";"";""
10828;"Germany";"Bangladesh";"5";"666";"LDCs";3.24526;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-03-01";"";"";"";"";"";""
10833;"Germany";"Lebanon";"5";"555";"UMICs";27.0438;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-09-01";"";0.0;"";"";"";""
10840;"Germany";"Togo";"5";"283";"LDCs";18.9307;0.0;"WATER SUPPLY - 3 TOWNS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-06-01";"";0.0;"";"";"";""
10843;"Germany";"Tanzania";"5";"282";"LDCs";12.5754;"";"WATER SUPPLY SCH.IMPROVE.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-10-01";"";"";"";"";"";""
10844;"Germany";"Burkina Faso";"5";"287";"LDCs";6.49052;0.0;"WATER SUPPLY - 9 VILLAGES";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1978-01-02";"";"";"1977-09-01";"";0.0;"";"";"";""
10867;"Germany";"Ghana";"5";"241";"LMICs";6.76096;"";"DISTRICT WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1978-01-02";"";"";"1977-09-01";"";"";"";"";"";""
10874;"Germany";"Côte d'Ivoire";"5";"247";"LMICs";10.8175;0.0;"PROVINCIAL TOWNS - WATER";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-03-01";"";0.0;"";"";"";""
10885;"Germany";"Kenya";"5";"248";"LMICs";5.67921;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-10-01";"";0.0;"";"";"";""
10886;"Germany";"Liberia";"5";"251";"LDCs";14.8741;"";"WATER SUPPLY (3 TOWNS)";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-06-01";"";"";"";"";"";""
10890;"Germany";"Egypt";"5";"142";"LMICs";81.1315;0.0;"WATERWORKS/DISTRIB.TRUNKS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-05";"";"";"1977-05-01";"";8.6662;"";"";"";""
10893;"Germany";"Cameroon";"5";"229";"LMICs";13.5219;"";"WATER SUPPLY (8 TOWNS)";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1978-01-01";"";"";"1977-03-01";"";"";"";"";"";""
10895;"Germany";"Burundi";"5";"228";"LDCs";3.5157;"";"WATER SUPPLY - GITEGA";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1977-01-02";"";"";"1977-05-01";"";"";"";"";"";""
10899;"Germany";"Kenya";"5";"248";"LMICs";6.76096;0.0;"WATER AND SEWERAGE";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-10-01";"";0.0;"";"";"";""
10907;"Germany";"Korea";"5";"742";"MADCTs";13.5219;0.0;"SEWERAGE TREATMENT PLANT";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-02-01";"";0.0;"";"";"";""
10917;"Germany";"Jordan";"5";"549";"LMICs";4.05658;"";"DOMESTIC WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1978-01-02";"";"";"1977-06-01";"";"";"";"";"";""
10923;"Germany";"Tanzania";"5";"282";"LDCs";22.3112;"";"WATER SUPPLY SCH.IMPROVE.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1977-01-03";"";"";"1977-10-01";"";"";"";"";"";""
10933;"Germany";"Benin";"5";"236";"LDCs";2.16351;0.0;"TOWNSHIP WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1978-01-02";"";"";"1977-12-01";"";0.0;"";"";"";""
14253;"Germany";"Indonesia";"5";"738";"LMICs";11.1;0.0;"2 WATER SUPPLY SYSTEMS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1978-01-05";"";"";"1978-07-01";"";0.0;"";"";"";""
14270;"Germany";"Chad";"5";"232";"LDCs";17.6295;"";"WATER SUPPLY - PALA/BAIBOKOUM";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1979-01-03";"";"";"1978-12-01";"";"";"";"";"";""
14294;"Germany";"Niger";"5";"260";"LDCs";11.1;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1978-01-02";"";"";"1978-02-01";"";"";"";"";"";""
14314;"Germany";"Tanzania";"5";"282";"LDCs";2.22001;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1978-01-02";"";"";"1978-03-01";"";"";"";"";"";""
14315;"Germany";"Tanzania";"5";"282";"LDCs";4.04825;0.0;"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1978-01-01";"";"";"1978-03-01";"";3.15503;"";"";"";""
14323;"Germany";"Sudan";"5";"278";"LDCs";2.61178;0.0;"CONSULTANT,SEWERAGE SYST.";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1978-01-02";"";"";"1978-05-01";"";0.0;"";"";"";""
14324;"Germany";"Rwanda";"5";"266";"LDCs";5.22355;"";"KIGALI SEWAGE DRAINS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1979-01-02";"";"";"1978-12-01";"";"";"";"";"";""
14372;"Germany";"Tunisia";"5";"139";"LMICs";91.4122;0.0;"DAMS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1978-01-04";"";"";"1978-03-01";"";3.08581;"";"";"";""
14379;"Germany";"Pakistan";"5";"665";"LMICs";19.5883;0.0;"TARBELA DAM";"Kreditanstalt für Wiederaufbau";"13";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1979-01-03";"";"";"1978-10-01";"";0.0;"";"";"";""
17825;"Germany";"Somalia";"5";"273";"LDCs";10.8951;"";"URBAN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1979-01-04";"";"";"1979-07-01";"";"";"";"";"";""
17826;"Germany";"Tanzania";"5";"282";"LDCs";2.15273;"";"WATER SUPPLY TABORA";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-02";"";"";"1979-12-01";"";"";"";"";"";""
17842;"Germany";"Lesotho";"5";"249";"LDCs";15.0278;0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1979-01-03";"";"";"1979-01-01";"";0.0;"";"";"";""
17843;"Germany";"Liberia";"5";"251";"LDCs";0.626157;0.0;"HARPER/GREENVILLE WATER";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-01";"";"";"1979-11-01";"";0.0;"";"";"";""
17844;"Germany";"Liberia";"5";"251";"LDCs";5.00926;0.0;"WATER SUPPLY -ZWEDRU";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1979-01-03";"";"";"1979-04-01";"";0.240444;"";"";"";""
17845;"Germany";"Liberia";"5";"251";"LDCs";1.06447;0.0;"TEST DRILLING WATER KAKAT";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-02";"";"";"1979-11-01";"";0.0;"";"";"";""
17850;"Germany";"Liberia";"5";"251";"LDCs";4.3831;"";"WATER SUPPLY - BUCHANAN";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-02";"";"";"1979-02-01";"";"";"";"";"";""
17851;"Germany";"Liberia";"5";"251";"LDCs";2.50463;"";"WATER SUPPLY BUCHANAN";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-02";"";"";"1979-11-01";"";"";"";"";"";""
17853;"Germany";"Mali";"5";"255";"LDCs";0.187847;"";"WATER SUPPLY - KOULIKORO";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1979-01-01";"";"";"1979-07-01";"";"";"";"";"";""
17854;"Germany";"Mali";"5";"255";"LDCs";19.4109;"";"WATER SUPPLY - KITA";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-03";"";"";"1979-12-01";"";"";"";"";"";""
17859;"Germany";"Côte d'Ivoire";"5";"247";"LMICs";12.5231;0.0;"SMALL TOWNS WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1979-01-03";"";"";"1979-08-01";"";0.0;"";"";"";""
17865;"Germany";"Malawi";"5";"253";"LDCs";4.3831;"";"SEWERAGE NETWORK EXTENSION";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1979-01-02";"";"";"1979-10-01";"";"";"";"";"";""
17882;"Germany";"Somalia";"5";"273";"LDCs";3.75694;"";"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1980-01-02";"";"";"1979-07-01";"";"";"";"";"";""
17892;"Germany";"Cameroon";"5";"229";"LMICs";10.0185;"";"VILLAGE WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1980-01-01";"";"";"1979-08-01";"";"";"";"";"";""
17900;"Germany";"Mauritania";"5";"256";"LDCs";6.01111;"";"SMALL DAMS";"Kreditanstalt für Wiederaufbau";"11";"140";"";"River basins development";"I.4. Water Supply & Sanitation";"";"";"1979-01-03";"";"";"1979-05-01";"";"";"";"";"";""
21680;"Germany";"Cyprus";"5";"30";"MADCTs";11.8758;0.0;"WATER SUPPLY - NICOSIA";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-02";"";"";"1980-09-01";"";0.0;0.0;0.0;685405.0;9250.0
21687;"Germany";"Kenya";"5";"248";"LMICs";10.6882;0.0;"TOWN WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-03";"";"";"1980-09-01";"";0.0;0.0;0.0;16417197.0;580370.0
21698;"Germany";"Mali";"5";"255";"LDCs";8.31304;"";"WATER SUPPLY, KATI";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1981-01-02";"";"";"1980-12-01";"";"";0.0;0.0;7090126.0;1240190.0
21718;"Germany";"Burkina Faso";"5";"287";"LDCs";2.37515;"";"WATER SUPPLY - KOUDOUGOU";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-01";"";"";"1980-09-01";"";"";0.0;0.0;6822843.0;274220.0
21720;"Germany";"Zambia";"5";"288";"LDCs";32.0646;0.0;"WATER SUPPLY CHIPATA";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-04";"";"";"1980-05-01";"";0.621103;0.0;0.0;5851825.0;752610.0
21721;"Germany";"Somalia";"5";"273";"LDCs";10.3319;"";"WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1981-01-01";"";"";"1980-09-01";"";"";0.0;0.0;6281134.0;637660.0
21731;"Germany";"Indonesia";"5";"738";"LMICs";6.88795;0.0;"WATER SUPPLY SYSTEM/KUDUS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Water sector policy and administrative management";"I.4. Water Supply & Sanitation";"";"";"1980-01-05";"";"";"1980-06-01";"";0.0819428;0.0;0.0;147447836.0;1910930.0
21752;"Germany";"Yemen";"5";"580";"LDCs";53.441;"";"WATER SUPPLY & SEWERAGE - IBB";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"REPUBLIC OF YEMEN";"";"";"";"1980-09-01";"";"";0.0;0.0;7941898.0;527970.0
21755;"Germany";"Maldives";"5";"655";"UMICs";0.498782;"";"FEAS. ST.,WATER SUP./SEWERAGE/WASTE";"Kreditanstalt für Wiederaufbau";"11";"140";"";"Water supply and sanitation - large systems";"I.4. Water Supply & Sanitation";"";"";"1980-01-02";"";"";"1980-09-01";"";"";0.0;0.0;158272.0;300.0
21764;"Germany";"Tunisia";"5";"139";"LMICs";83.1304;0.0;"DRINK. WATER, RURAL AREAS";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1980-01-04";"";"";"1980-11-01";"";0.0;0.0;0.0;6374039.0;163610.0
21765;"Germany";"Tunisia";"5";"139";"LMICs";23.7515;0.0;"RURAL WATER SUPPLY";"Kreditanstalt für Wiederaufbau";"13";"140";"";"Basic drinking water supply and basic sanitation";"I.4. Water Supply & Sanitation";"";"";"1980-01-04";"";"";"1980-04-01";"";0.0;0.0;0.0;6374039.0;163610.0
